1.750000,0.012469,0.000176,0.000017
1.760000,0.011639,0.000176,0.000010
1.770000,0.010867,0.000180,0.000000
1.780000,0.010197,0.000160,0.000014
1.790000,0.009560,0.000168,0.000001
1.800000,0.008994,0.000145,0.000019
1.810000,0.008461,0.000130,0.000029
1.820000,0.007974,0.000137,0.000017
1.830000,0.007517,0.000149,0.000000
1.840000,0.007098,0.000146,0.000000
1.850000,0.006723,0.000129,0.000012
1.860000,0.006362,0.000116,0.000022
1.870000,0.006036,0.000124,0.000010
1.880000,0.005724,0.000130,0.000001
1.890000,0.005423,0.000116,0.000011
1.900000,0.005178,0.000124,0.000000
1.910000,0.004932,0.000121,0.000000
1.920000,0.004686,0.000108,0.000010
1.930000,0.004486,0.000115,0.000001
1.940000,0.004284,0.000113,0.000000
1.950000,0.004092,0.000108,0.000003
1.960000,0.003916,0.000108,0.000000
1.970000,0.003730,0.000089,0.000017
1.980000,0.003574,0.000082,0.000022
1.990000,0.003444,0.000102,0.000000
2.000000,0.003305,0.000098,0.000002
2.010000,0.003158,0.000088,0.000009
2.020000,0.003029,0.000080,0.000016
2.030000,0.002927,0.000092,0.000002
2.040000,0.002809,0.000071,0.000021
2.050000,0.002718,0.000090,0.000001
2.060000,0.002617,0.000089,0.000000
2.070000,0.002522,0.000075,0.000012
2.080000,0.002435,0.000085,0.000001
2.090000,0.002333,0.000074,0.000011
2.100000,0.002253,0.000073,0.000010
2.110000,0.002192,0.000081,0.000001
2.120000,0.002114,0.000081,0.000000
2.130000,0.002052,0.000073,0.000006
2.140000,0.001984,0.000064,0.000014
2.150000,0.001913,0.000077,0.000000
2.160000,0.001853,0.000076,0.000000
2.170000,0.001804,0.000060,0.000015
2.180000,0.001750,0.000064,0.000010
2.190000,0.001677,0.000070,0.000003
2.200000,0.001637,0.000072,0.000000
2.210000,0.001593,0.000059,0.000012
2.220000,0.001541,0.000064,0.000005
2.230000,0.001505,0.000055,0.000014
2.240000,0.001452,0.000068,0.000000
2.250000,0.001414,0.000064,0.000004
2.260000,0.001382,0.000065,0.000001
2.270000,0.001335,0.000066,0.000000
2.280000,0.001306,0.000059,0.000006
2.290000,0.001269,0.000061,0.000003
2.300000,0.001247,0.000053,0.000011
2.310000,0.001215,0.000046,0.000017
2.320000,0.001175,0.000062,0.000000
2.330000,0.001154,0.000046,0.000015
2.340000,0.001127,0.000049,0.000012
2.350000,0.001092,0.000056,0.000004
2.360000,0.001070,0.000051,0.000008
2.370000,0.001038,0.000058,0.000001
2.380000,0.001013,0.000057,0.000001
2.390000,0.000993,0.000054,0.000004
2.400000,0.000958,0.000057,0.000000
2.410000,0.000949,0.000052,0.000004
2.420000,0.000920,0.000056,0.000001
2.430000,0.000912,0.000042,0.000013
2.440000,0.000878,0.000055,0.000000
2.450000,0.000857,0.000054,0.000000
2.460000,0.000851,0.000049,0.000005
2.470000,0.000820,0.000054,0.000000
2.480000,0.000818,0.000036,0.000017
2.490000,0.000790,0.000052,0.000000
2.500000,0.000772,0.000052,0.000000
2.510000,0.000769,0.000041,0.000011
2.520000,0.000748,0.000050,0.000002
2.530000,0.000735,0.000043,0.000008
2.540000,0.000722,0.000046,0.000005
2.550000,0.000708,0.000046,0.000004
2.560000,0.000694,0.000039,0.000011
2.570000,0.000683,0.000040,0.000009
2.580000,0.000660,0.000049,0.000000
2.590000,0.000655,0.000038,0.000011
2.600000,0.000644,0.000035,0.000013
2.610000,0.000616,0.000047,0.000001
2.620000,0.000619,0.000037,0.000011
2.630000,0.000609,0.000035,0.000012
2.640000,0.000595,0.000046,0.000001
2.650000,0.000580,0.000047,0.000000
2.660000,0.000579,0.000041,0.000005
2.670000,0.000568,0.000043,0.000003
2.680000,0.000559,0.000039,0.000007
2.690000,0.000539,0.000042,0.000004
2.700000,0.000538,0.000033,0.000012
2.710000,0.000523,0.000040,0.000005
2.720000,0.000522,0.000041,0.000003
2.730000,0.000513,0.000041,0.000003
2.740000,0.000503,0.000031,0.000014
2.750000,0.000497,0.000040,0.000004
2.760000,0.000489,0.000040,0.000004
2.770000,0.000482,0.000032,0.000012
2.780000,0.000475,0.000038,0.000005
2.790000,0.000466,0.000028,0.000014
2.800000,0.000452,0.000043,0.000000
2.810000,0.000437,0.000040,0.000002
2.820000,0.000432,0.000039,0.000003
2.830000,0.000438,0.000027,0.000015
2.840000,0.000431,0.000026,0.000016
2.850000,0.000410,0.000039,0.000002
2.860000,0.000419,0.000028,0.000013
2.870000,0.000414,0.000034,0.000007
2.880000,0.000393,0.000039,0.000002
2.890000,0.000396,0.000031,0.000009
2.900000,0.000385,0.000036,0.000005
2.910000,0.000390,0.000039,0.000001
2.920000,0.000381,0.000040,0.000000
2.930000,0.000381,0.000034,0.000006
2.940000,0.000363,0.000038,0.000001
2.950000,0.000358,0.000035,0.000005
2.960000,0.000355,0.000038,0.000001
2.970000,0.000350,0.000038,0.000001
2.980000,0.000346,0.000038,0.000001
2.990000,0.000350,0.000036,0.000003
3.000000,0.000331,0.000036,0.000003
