0.010000,0.000000,0.000000,0.000000
0.020000,0.000000,0.000000,0.000000
0.030000,0.000000,0.000000,0.000000
0.040000,0.000000,0.000000,0.000000
0.050000,0.000001,0.000000,0.000000
0.060000,0.000001,0.000000,0.000000
0.070000,0.000002,0.000000,0.000000
0.080000,0.000002,0.000000,0.000000
0.090000,0.000003,0.000000,0.000000
0.100000,0.000003,0.000000,0.000000
0.110000,0.000004,0.000000,0.000000
0.120000,0.000005,0.000000,0.000000
0.130000,0.000005,0.000000,0.000000
0.140000,0.000006,0.000000,0.000000
0.150000,0.000007,0.000000,0.000000
0.160000,0.000008,0.000000,0.000000
0.170000,0.000009,0.000000,0.000000
0.180000,0.000011,0.000000,0.000000
0.190000,0.000012,0.000000,0.000000
0.200000,0.000013,0.000000,0.000000
0.210000,0.000015,0.000000,0.000000
0.220000,0.000016,0.000000,0.000000
0.230000,0.000018,0.000001,0.000000
0.240000,0.000020,0.000000,0.000000
0.250000,0.000022,0.000001,0.000000
0.260000,0.000024,0.000001,0.000000
0.270000,0.000026,0.000001,0.000000
0.280000,0.000029,0.000001,0.000000
0.290000,0.000031,0.000001,0.000000
0.300000,0.000033,0.000001,0.000000
0.310000,0.000036,0.000001,0.000000
0.320000,0.000039,0.000001,0.000000
0.330000,0.000042,0.000001,0.000000
0.340000,0.000045,0.000001,0.000000
0.350000,0.000048,0.000001,0.000000
0.360000,0.000052,0.000001,0.000000
0.370000,0.000056,0.000001,0.000000
0.380000,0.000060,0.000001,0.000000
0.390000,0.000064,0.000001,0.000000
0.400000,0.000069,0.000001,0.000000
0.410000,0.000072,0.000002,0.000001
0.420000,0.000077,0.000002,0.000001
0.430000,0.000083,0.000002,0.000000
0.440000,0.000088,0.000002,0.000000
0.450000,0.000094,0.000003,0.000001
0.460000,0.000099,0.000003,0.000001
0.470000,0.000107,0.000002,0.000000
0.480000,0.000114,0.000002,0.000000
0.490000,0.000121,0.000003,0.000000
0.500000,0.000128,0.000003,0.000000
0.510000,0.000137,0.000003,0.000000
0.520000,0.000145,0.000003,0.000000
0.530000,0.000154,0.000004,0.000001
0.540000,0.000164,0.000004,0.000001
0.550000,0.000174,0.000004,0.000000
0.560000,0.000183,0.000004,0.000001
0.570000,0.000196,0.000004,0.000001
0.580000,0.000208,0.000006,0.000002
0.590000,0.000220,0.000006,0.000002
0.600000,0.000232,0.000005,0.000001
0.610000,0.000247,0.000005,0.000000
0.620000,0.000264,0.000006,0.000001
0.630000,0.000280,0.000007,0.000002
0.640000,0.000295,0.000006,0.000001
0.650000,0.000316,0.000007,0.000001
0.660000,0.000332,0.000006,0.000001
0.670000,0.000354,0.000008,0.000002
0.680000,0.000378,0.000007,0.000000
0.690000,0.000399,0.000008,0.000001
0.700000,0.000425,0.000007,0.000000
0.710000,0.000453,0.000008,0.000000
0.720000,0.000482,0.000010,0.000002
0.730000,0.000509,0.000009,0.000000
0.740000,0.000542,0.000010,0.000001
0.750000,0.000577,0.000011,0.000001
0.760000,0.000618,0.000012,0.000002
0.770000,0.000658,0.000015,0.000004
0.780000,0.000700,0.000014,0.000003
0.790000,0.000747,0.000017,0.000005
0.800000,0.000795,0.000014,0.000002
0.810000,0.000847,0.000014,0.000000
0.820000,0.000907,0.000017,0.000003
0.830000,0.000969,0.000019,0.000004
0.840000,0.001030,0.000016,0.000000
0.850000,0.001105,0.000017,0.000000
0.860000,0.001183,0.000020,0.000002
0.870000,0.001267,0.000021,0.000002
0.880000,0.001354,0.000020,0.000000
0.890000,0.001458,0.000023,0.000002
0.900000,0.001560,0.000025,0.000002
0.910000,0.001682,0.000028,0.000004
0.920000,0.001803,0.000026,0.000000
0.930000,0.001943,0.000027,0.000000
0.940000,0.002094,0.000029,0.000001
0.950000,0.002258,0.000031,0.000000
0.960000,0.002431,0.000034,0.000002
0.970000,0.002633,0.000036,0.000002
0.980000,0.002846,0.000042,0.000006
0.990000,0.003079,0.000047,0.000008
1.000000,0.003342,0.000042,0.000000
1.010000,0.003628,0.000045,0.000001
1.020000,0.003936,0.000053,0.000006
1.030000,0.004281,0.000062,0.000011
1.040000,0.004677,0.000056,0.000002
1.050000,0.005092,0.000068,0.000010
1.060000,0.005572,0.000066,0.000004
1.070000,0.006098,0.000072,0.000006
1.080000,0.006691,0.000074,0.000003
1.090000,0.007358,0.000076,0.000001
1.100000,0.008100,0.000081,0.000000
1.110000,0.008931,0.000087,0.000000
1.120000,0.009869,0.000094,0.000000
1.130000,0.010931,0.000101,0.000000
1.140000,0.012137,0.000110,0.000002
1.150000,0.013510,0.000129,0.000013
1.160000,0.015064,0.000130,0.000005
1.170000,0.016823,0.000150,0.000015
1.180000,0.018857,0.000150,0.000004
1.190000,0.021158,0.000182,0.000025
1.200000,0.023811,0.000194,0.000025
1.210000,0.026895,0.000188,0.000004
1.220000,0.030401,0.000225,0.000027
1.230000,0.034510,0.000214,0.000001
1.240000,0.039212,0.000238,0.000007
1.250000,0.044704,0.000249,0.000002
1.260000,0.051024,0.000265,0.000000
1.270000,0.058351,0.000296,0.000012
1.280000,0.066820,0.000316,0.000012
1.290000,0.076581,0.000344,0.000025
1.300000,0.087722,0.000353,0.000015
1.310000,0.100376,0.000359,0.000008
1.320000,0.114612,0.000384,0.000023
1.330000,0.130338,0.000364,0.000001
1.340000,0.147416,0.000359,0.000000
1.350000,0.165408,0.000345,0.000000
1.360000,0.183715,0.000336,0.000014
1.370000,0.201451,0.000295,0.000013
1.380000,0.217582,0.000275,0.000043
1.390000,0.230985,0.000169,0.000011
1.400000,0.240549,0.000146,0.000055
1.410000,0.245417,0.000002,0.000000
1.420000,0.245184,0.000077,0.000005
1.430000,0.239995,0.000144,0.000028
1.440000,0.230535,0.000221,0.000026
1.450000,0.217602,0.000297,0.000009
1.460000,0.202349,0.000304,0.000066
1.470000,0.185811,0.000404,0.000001
1.480000,0.168982,0.000432,0.000002
1.490000,0.152435,0.000420,0.000038
1.500000,0.136832,0.000427,0.000040
1.510000,0.122353,0.000462,0.000002
1.520000,0.109155,0.000456,0.000004
1.530000,0.097304,0.000408,0.000049
1.540000,0.086717,0.000425,0.000016
1.550000,0.077346,0.000405,0.000027
1.560000,0.069083,0.000394,0.000019
1.570000,0.061801,0.000390,0.000008
1.580000,0.055413,0.000366,0.000017
1.590000,0.049784,0.000331,0.000039
1.600000,0.044828,0.000329,0.000025
1.610000,0.040464,0.000320,0.000019
1.620000,0.036645,0.000318,0.000006
1.630000,0.033279,0.000309,0.000000
1.640000,0.030275,0.000282,0.000014
1.650000,0.027606,0.000263,0.000021
1.660000,0.025242,0.000255,0.000017
1.670000,0.023135,0.000248,0.000013
1.680000,0.021257,0.000243,0.000008
1.690000,0.019580,0.000239,0.000002
1.700000,0.018072,0.000200,0.000033
1.710000,0.016703,0.000222,0.000001
1.720000,0.015494,0.000189,0.000026
1.730000,0.014376,0.000207,0.000000
1.740000,0.013363,0.000194,0.000005
