1.660000,1.160005,1.185256,1.160269,1.159997
1.670000,1.120369,1.143491,1.120607,1.120346
1.680000,1.082907,1.104171,1.083154,1.082904
1.690000,1.047472,1.067064,1.047706,1.047465
1.700000,1.013923,1.031993,1.014155,1.013923
1.710000,0.982132,0.998845,0.982326,0.982102
1.720000,0.951979,0.967453,0.952182,0.951968
1.730000,0.923354,0.937742,0.923550,0.923342
1.740000,0.896154,0.909533,0.896350,0.896150
1.750000,0.870285,0.882760,0.870458,0.870265
1.760000,0.845660,0.857294,0.845841,0.845654
1.770000,0.822198,0.833090,0.822352,0.822171
1.780000,0.799825,0.810024,0.799983,0.799808
1.790000,0.778472,0.788044,0.778614,0.778446
1.800000,0.758076,0.767056,0.758240,0.758076
1.810000,0.738578,0.747040,0.738727,0.738568
1.820000,0.719924,0.727898,0.720060,0.719907
1.830000,0.702063,0.709587,0.702204,0.702055
1.840000,0.684950,0.692051,0.685068,0.684922
1.850000,0.668539,0.675251,0.668680,0.668538
1.860000,0.652793,0.659160,0.652928,0.652790
1.870000,0.637672,0.643710,0.637800,0.637666
1.880000,0.623143,0.628871,0.623273,0.623143
1.890000,0.609173,0.614595,0.609283,0.609156
1.900000,0.595732,0.600902,0.595837,0.595713
1.910000,0.582792,0.587701,0.582893,0.582772
1.920000,0.570327,0.575007,0.570430,0.570311
1.930000,0.558312,0.562775,0.558410,0.558294
1.940000,0.546725,0.550991,0.546823,0.546709
1.950000,0.535544,0.539637,0.535653,0.535542
1.960000,0.524749,0.528650,0.524841,0.524733
1.970000,0.514321,0.518069,0.514426,0.514320
1.980000,0.504243,0.507833,0.504346,0.504242
1.990000,0.494499,0.497940,0.494599,0.494497
2.000000,0.485071,0.488377,0.485171,0.485071
2.010000,0.475947,0.479110,0.476026,0.475928
2.020000,0.467112,0.470156,0.467206,0.467110
2.030000,0.458553,0.461474,0.458642,0.458548
2.040000,0.450258,0.453061,0.450335,0.450243
2.050000,0.442216,0.444928,0.442292,0.442201
2.060000,0.434415,0.437033,0.434502,0.434413
2.070000,0.426845,0.429367,0.426921,0.426834
2.080000,0.419497,0.421924,0.419561,0.419475
2.090000,0.412361,0.414712,0.412443,0.412358
2.100000,0.405429,0.407679,0.405507,0.405423
2.110000,0.398693,0.400886,0.398772,0.398689
2.120000,0.392144,0.394256,0.392224,0.392143
2.130000,0.385775,0.387806,0.385850,0.385771
2.140000,0.379579,0.381560,0.379637,0.379559
2.150000,0.373550,0.375470,0.373626,0.373549
2.160000,0.367681,0.369541,0.367738,0.367662
2.170000,0.361966,0.363769,0.362024,0.361948
2.180000,0.356400,0.358150,0.356467,0.356393
2.190000,0.350976,0.352656,0.351047,0.350974
2.200000,0.345690,0.347331,0.345761,0.345690
2.210000,0.340536,0.342130,0.340607,0.340536
2.220000,0.335511,0.337051,0.335581,0.335511
2.230000,0.330609,0.332118,0.330669,0.330600
2.240000,0.325826,0.327292,0.325875,0.325807
2.250000,0.321158,0.322574,0.321220,0.321153
2.260000,0.316602,0.317988,0.316662,0.316595
2.270000,0.312152,0.313500,0.312205,0.312139
2.280000,0.307807,0.309120,0.307866,0.307801
2.290000,0.303561,0.304823,0.303625,0.303561
2.300000,0.299413,0.300660,0.299467,0.299403
2.310000,0.295359,0.296573,0.295404,0.295341
2.320000,0.291395,0.292578,0.291451,0.291389
2.330000,0.287519,0.288665,0.287577,0.287516
2.340000,0.283729,0.284855,0.283774,0.283713
2.350000,0.280021,0.281120,0.280071,0.280011
2.360000,0.276393,0.277450,0.276453,0.276393
2.370000,0.272843,0.273885,0.272899,0.272840
2.380000,0.269368,0.270385,0.269424,0.269365
2.390000,0.265966,0.266959,0.266020,0.265962
2.400000,0.262635,0.263597,0.262692,0.262634
2.410000,0.259372,0.260321,0.259424,0.259367
2.420000,0.256176,0.257107,0.256223,0.256167
2.430000,0.253045,0.253956,0.253089,0.253033
2.440000,0.249976,0.250854,0.250031,0.249976
2.450000,0.246969,0.247841,0.247014,0.246959
2.460000,0.244021,0.244866,0.244074,0.244020
2.470000,0.241131,0.241956,0.241182,0.241129
2.480000,0.238296,0.239114,0.238342,0.238289
2.490000,0.235517,0.236311,0.235568,0.235516
2.500000,0.232790,0.233560,0.232843,0.232790
2.510000,0.230116,0.230884,0.230151,0.230099
2.520000,0.227491,0.228245,0.227529,0.227478
2.530000,0.224915,0.225654,0.224958,0.224907
2.540000,0.222387,0.223096,0.222438,0.222387
2.550000,0.219906,0.220600,0.219956,0.219905
2.560000,0.217469,0.218149,0.217518,0.217468
2.570000,0.215077,0.215757,0.215117,0.215067
2.580000,0.212727,0.213389,0.212772,0.212723
2.590000,0.210419,0.211076,0.210463,0.210414
2.600000,0.208152,0.208797,0.208185,0.208137
2.610000,0.205925,0.206549,0.205970,0.205922
2.620000,0.203737,0.204359,0.203770,0.203722
2.630000,0.201586,0.202193,0.201624,0.201576
2.640000,0.199472,0.200064,0.199519,0.199472
2.650000,0.197394,0.197967,0.197440,0.197393
2.660000,0.195351,0.195918,0.195398,0.195351
2.670000,0.193343,0.193911,0.193374,0.193328
2.680000,0.191368,0.191925,0.191401,0.191355
2.690000,0.189426,0.189976,0.189457,0.189412
2.700000,0.187516,0.188055,0.187557,0.187512
2.710000,0.185636,0.186168,0.185666,0.185622
2.720000,0.183788,0.184308,0.183831,0.183786
2.730000,0.181969,0.182480,0.182012,0.181967
2.740000,0.180179,0.180681,0.180212,0.180168
2.750000,0.178418,0.178909,0.178461,0.178418
2.760000,0.176684,0.177174,0.176723,0.176680
2.770000,0.174978,0.175450,0.175021,0.174978
2.780000,0.173298,0.173769,0.173340,0.173297
2.790000,0.171644,0.172108,0.171674,0.171632
2.800000,0.170016,0.170474,0.170042,0.170000
2.810000,0.168412,0.168856,0.168455,0.168412
2.820000,0.166833,0.167275,0.166875,0.166833
2.830000,0.165278,0.165718,0.165315,0.165273
2.840000,0.163746,0.164172,0.163788,0.163746
2.850000,0.162237,0.162652,0.162274,0.162232
2.860000,0.160750,0.161170,0.160788,0.160747
2.870000,0.159286,0.159700,0.159323,0.159282
2.880000,0.157842,0.158246,0.157872,0.157831
2.890000,0.156420,0.156822,0.156451,0.156410
2.900000,0.155018,0.155405,0.155052,0.155012
2.910000,0.153636,0.154021,0.153666,0.153626
2.920000,0.152274,0.152649,0.152309,0.152269
2.930000,0.150932,0.151312,0.150964,0.150924
2.940000,0.149608,0.149967,0.149645,0.149605
2.950000,0.148303,0.148673,0.148339,0.148300
2.960000,0.147016,0.147381,0.147053,0.147014
2.970000,0.145747,0.146106,0.145785,0.145746
2.980000,0.144496,0.144842,0.144534,0.144495
2.990000,0.143262,0.143612,0.143297,0.143258
3.000000,0.142044,0.142382,0.142075,0.142036
