0.000000,0.500000,0.500000,0.500000,0.000000
0.010000,0.500025,0.000000,0.000000,0.000000
0.020000,0.500098,0.500099,0.500098,0.500098
0.030000,0.500222,0.500222,0.500222,0.500222
0.040000,0.500394,0.500395,0.500394,0.500394
0.050000,0.500616,0.500617,0.500616,0.500616
0.060000,0.500887,0.500889,0.500887,0.500887
0.070000,0.501209,0.501210,0.501209,0.501209
0.080000,0.501580,0.501582,0.501580,0.501580
0.090000,0.502001,0.502004,0.502001,0.502001
0.100000,0.502473,0.502476,0.502473,0.502473
0.110000,0.502995,0.502999,0.502995,0.502995
0.120000,0.503569,0.503573,0.503568,0.503569
0.130000,0.504193,0.504199,0.504193,0.504193
0.140000,0.504870,0.504876,0.504869,0.504870
0.150000,0.505598,0.505605,0.505598,0.505598
0.160000,0.506379,0.506387,0.506379,0.506379
0.170000,0.507213,0.507222,0.507213,0.507213
0.180000,0.508101,0.508111,0.508100,0.508100
0.190000,0.509042,0.509054,0.509042,0.509042
0.200000,0.510038,0.510052,0.510038,0.510038
0.210000,0.511089,0.511104,0.511089,0.511089
0.220000,0.512197,0.512213,0.512196,0.512197
0.230000,0.513361,0.513379,0.513360,0.513360
0.240000,0.514582,0.514602,0.514581,0.514582
0.250000,0.515861,0.515883,0.515860,0.515861
0.260000,0.517199,0.517223,0.517198,0.517198
0.270000,0.518596,0.518623,0.518596,0.518596
0.280000,0.520055,0.520083,0.520054,0.520055
0.290000,0.521575,0.521606,0.521574,0.521575
0.300000,0.523157,0.523191,0.523156,0.523157
0.310000,0.524803,0.524839,0.524802,0.524803
0.320000,0.526514,0.526552,0.526513,0.526513
0.330000,0.528290,0.528332,0.528289,0.528290
0.340000,0.530134,0.530179,0.530133,0.530134
0.350000,0.532046,0.532094,0.532044,0.532045
0.360000,0.534027,0.534079,0.534026,0.534027
0.370000,0.536080,0.536135,0.536078,0.536079
0.380000,0.538204,0.538263,0.538202,0.538204
0.390000,0.540403,0.540467,0.540401,0.540402
0.400000,0.542677,0.542746,0.542676,0.542677
0.410000,0.545029,0.545102,0.545027,0.545028
0.420000,0.547459,0.547536,0.547457,0.547459
0.430000,0.549970,0.550052,0.549968,0.549969
0.440000,0.552564,0.552652,0.552562,0.552563
0.450000,0.555242,0.555336,0.555240,0.555242
0.460000,0.558007,0.558106,0.558004,0.558006
0.470000,0.560860,0.560966,0.560858,0.560860
0.480000,0.563805,0.563919,0.563802,0.563805
0.490000,0.566843,0.566963,0.566840,0.566842
0.500000,0.569976,0.570105,0.569972,0.569975
0.510000,0.573209,0.573346,0.573205,0.573208
0.520000,0.576542,0.576686,0.576538,0.576541
0.530000,0.579980,0.580134,0.579977,0.579979
0.540000,0.583524,0.583687,0.583519,0.583522
0.550000,0.587178,0.587352,0.587175,0.587178
0.560000,0.590946,0.591129,0.590942,0.590946
0.570000,0.594831,0.595026,0.594827,0.594831
0.580000,0.598836,0.599043,0.598832,0.598835
0.590000,0.602965,0.603186,0.602960,0.602965
0.600000,0.607222,0.607456,0.607217,0.607221
0.610000,0.611611,0.611858,0.611606,0.611610
0.620000,0.616136,0.616398,0.616131,0.616135
0.630000,0.620802,0.621082,0.620794,0.620799
0.640000,0.625615,0.625912,0.625608,0.625613
0.650000,0.630578,0.630894,0.630571,0.630576
0.660000,0.635697,0.636030,0.635690,0.635696
0.670000,0.640977,0.641333,0.640969,0.640975
0.680000,0.646425,0.646803,0.646418,0.646425
0.690000,0.652047,0.652446,0.652038,0.652045
0.700000,0.657848,0.658275,0.657840,0.657848
0.710000,0.663837,0.664289,0.663827,0.663834
0.720000,0.670019,0.670501,0.670011,0.670019
0.730000,0.676404,0.676914,0.676395,0.676404
0.740000,0.682997,0.683541,0.682988,0.682997
0.750000,0.689809,0.690389,0.689795,0.689804
0.760000,0.696848,0.697462,0.696837,0.696847
0.770000,0.704123,0.704780,0.704109,0.704120
0.780000,0.711645,0.712345,0.711632,0.711643
0.790000,0.719423,0.720166,0.719411,0.719423
0.800000,0.727470,0.728266,0.727454,0.727466
0.810000,0.735797,0.736646,0.735781,0.735795
0.820000,0.744416,0.745322,0.744401,0.744415
0.830000,0.753342,0.754309,0.753326,0.753341
0.840000,0.762588,0.763619,0.762572,0.762588
0.850000,0.772169,0.773272,0.772152,0.772169
0.860000,0.782102,0.783287,0.782077,0.782095
0.870000,0.792403,0.793672,0.792380,0.792399
0.880000,0.803091,0.804445,0.803070,0.803090
0.890000,0.814185,0.815643,0.814162,0.814183
0.900000,0.825706,0.827272,0.825678,0.825701
0.910000,0.837677,0.839356,0.837647,0.837671
0.920000,0.850120,0.851923,0.850094,0.850120
0.930000,0.863061,0.865002,0.863034,0.863061
0.940000,0.876528,0.878622,0.876497,0.876526
0.950000,0.890548,0.892803,0.890510,0.890540
0.960000,0.905155,0.907583,0.905120,0.905152
0.970000,0.920380,0.923008,0.920335,0.920370
0.980000,0.936260,0.939104,0.936223,0.936259
0.990000,0.952834,0.955908,0.952790,0.952829
1.000000,0.970143,0.973483,0.970096,0.970138
1.010000,0.988231,0.991856,0.988185,0.988229
1.020000,1.007147,1.011081,1.007091,1.007138
1.030000,1.026944,1.031224,1.026883,1.026934
1.040000,1.047676,1.052346,1.047617,1.047671
1.050000,1.069404,1.074498,1.069339,1.069397
1.060000,1.092194,1.097774,1.092126,1.092188
1.070000,1.116116,1.122219,1.116048,1.116113
1.080000,1.141245,1.147950,1.141173,1.141243
1.090000,1.167665,1.175030,1.167589,1.167665
1.100000,1.195463,1.203574,1.195371,1.195452
1.110000,1.224736,1.233677,1.224647,1.224734
1.120000,1.255585,1.265458,1.255491,1.255585
1.130000,1.288121,1.299062,1.288018,1.288118
1.140000,1.322463,1.334611,1.322347,1.322455
1.150000,1.358738,1.372247,1.358610,1.358726
1.160000,1.397080,1.412122,1.396952,1.397077
1.170000,1.437631,1.454457,1.437496,1.437631
1.180000,1.480543,1.499374,1.480389,1.480534
1.190000,1.525970,1.547134,1.525790,1.525948
1.200000,1.574071,1.597887,1.573889,1.574059
1.210000,1.625007,1.651905,1.624823,1.625006
1.220000,1.678931,1.709343,1.678718,1.678917
1.230000,1.735989,1.770497,1.735774,1.735988
1.240000,1.796303,1.835534,1.796073,1.796303
1.250000,1.859962,1.904640,1.859709,1.859957
1.260000,1.927005,1.978036,1.926739,1.927004
1.270000,1.997394,2.055766,1.997088,1.997370
1.280000,2.070990,2.137828,2.070659,2.070960
1.290000,2.147510,2.224073,2.147188,2.147508
1.300000,2.226487,2.314204,2.226138,2.226475
1.310000,2.307215,2.407570,2.306865,2.307215
1.320000,2.388699,2.503301,2.388324,2.388685
1.330000,2.469599,2.599956,2.469186,2.469546
1.340000,2.548200,2.695586,2.547830,2.548191
1.350000,2.622401,2.787771,2.622014,2.622363
1.360000,2.689765,2.873478,2.689437,2.689758
1.370000,2.747627,2.949068,2.747348,2.747627
1.380000,2.793292,3.010870,2.793014,2.793246
1.390000,2.824288,3.055310,2.824094,2.824250
1.400000,2.838665,3.079242,2.838580,2.838665
1.410000,2.835264,3.080707,2.835238,2.835244
1.420000,2.813900,3.059117,2.813950,2.813861
1.430000,2.775399,3.015382,2.775554,2.775384
1.440000,2.721484,2.952017,2.721693,2.721445
1.450000,2.654542,2.872120,2.654843,2.654531
1.460000,2.577323,2.779621,2.577686,2.577323
1.470000,2.492649,2.678472,2.493054,2.492649
1.480000,2.403179,2.572112,2.403568,2.403138
1.490000,2.311249,2.463681,2.311671,2.311213
1.500000,2.218801,2.355622,2.219262,2.218798
1.510000,2.127360,2.249709,2.127800,2.127332
1.520000,2.038067,2.147235,2.038493,2.038028
1.530000,1.951729,2.049011,1.952178,1.951725
1.540000,1.868876,1.955586,1.869309,1.868868
1.550000,1.789821,1.867151,1.790242,1.789812
1.560000,1.714711,1.783781,1.715120,1.714706
1.570000,1.643572,1.705382,1.643934,1.643537
1.580000,1.576342,1.631752,1.576716,1.576334
1.590000,1.512903,1.562696,1.513241,1.512875
1.600000,1.453095,1.497902,1.453439,1.453085
1.610000,1.396740,1.437201,1.397062,1.396723
1.620000,1.343644,1.380306,1.343945,1.343623
1.630000,1.293613,1.326876,1.293917,1.293606
1.640000,1.246453,1.276728,1.246746,1.246449
1.650000,1.201976,1.229584,1.202246,1.201961
