0.000000	0.453398
0.010000	0.453412
0.020000	0.453455
0.030000	0.453527
0.040000	0.453628
0.050000	0.453758
0.060000	0.453917
0.070000	0.454104
0.080000	0.454319
0.090000	0.454564
0.100000	0.454837
0.110000	0.455137
0.120000	0.455464
0.130000	0.455824
0.140000	0.456227
0.150000	0.456645
0.160000	0.457061
0.170000	0.457436
0.180000	0.457868
0.190000	0.458391
0.200000	0.459000
0.210000	0.459853
0.220000	0.461027
0.230000	0.462008
0.240000	0.462769
0.250000	0.463539
0.260000	0.464377
0.270000	0.465265
0.280000	0.466083
0.290000	0.466459
0.300000	0.465645
0.310000	0.463382
0.320000	0.461246
0.330000	0.460557
0.340000	0.460958
0.350000	0.461748
0.360000	0.462584
0.370000	0.463359
0.380000	0.464078
0.390000	0.464774
0.400000	0.465525
0.410000	0.466439
0.420000	0.467694
0.430000	0.469536
0.440000	0.472310
0.450000	0.476473
0.460000	0.482583
0.470000	0.491296
0.480000	0.503130
0.490000	0.518205
0.500000	0.535467
0.510000	0.552275
0.520000	0.565271
0.530000	0.572747
0.540000	0.575583
0.550000	0.575755
0.560000	0.574806
0.570000	0.573706
0.580000	0.572799
0.590000	0.572280
0.600000	0.572160
0.610000	0.572463
0.620000	0.573137
0.630000	0.574137
0.640000	0.575405
0.650000	0.576984
0.660000	0.578775
0.670000	0.580808
0.680000	0.583008
0.690000	0.585410
0.700000	0.587986
0.710000	0.590720
0.720000	0.593607
0.730000	0.596653
0.740000	0.599824
0.750000	0.603122
0.760000	0.606559
0.770000	0.610086
0.780000	0.613775
0.790000	0.617564
0.800000	0.621473
0.810000	0.625510
0.820000	0.629685
0.830000	0.633958
0.840000	0.638355
0.850000	0.642849
0.860000	0.647463
0.870000	0.652176
0.880000	0.657038
0.890000	0.661973
0.900000	0.667104
0.910000	0.672296
0.920000	0.677608
0.930000	0.682979
0.940000	0.688539
0.950000	0.694186
0.960000	0.700031
0.970000	0.705930
0.980000	0.711898
0.990000	0.718114
1.000000	0.724371
1.010000	0.730688
1.020000	0.737224
1.030000	0.743835
1.040000	0.750589
1.050000	0.757443
1.060000	0.764492
1.070000	0.771581
1.080000	0.778845
1.090000	0.786270
1.100000	0.793751
1.110000	0.801372
1.120000	0.809017
1.130000	0.816942
1.140000	0.824872
1.150000	0.832951
1.160000	0.841210
1.170000	0.849637
1.180000	0.858091
1.190000	0.866568
1.200000	0.875242
1.210000	0.884177
1.220000	0.893094
1.230000	0.902064
1.240000	0.911305
1.250000	0.920558
1.260000	0.929872
1.270000	0.939309
1.280000	0.948998
1.290000	0.958595
1.300000	0.968365
1.310000	0.978213
1.320000	0.988281
1.330000	0.998354
1.340000	1.008562
1.350000	1.018814
1.360000	1.029232
1.370000	1.039538
1.380000	1.050006
1.390000	1.060761
1.400000	1.071435
1.410000	1.082213
1.420000	1.092901
1.430000	1.103875
1.440000	1.114749
1.450000	1.125779
1.460000	1.136902
1.470000	1.148234
1.480000	1.159497
1.490000	1.170694
1.500000	1.182029
1.510000	1.193478
1.520000	1.204912
1.530000	1.216320
1.540000	1.227962
1.550000	1.239538
1.560000	1.251029
1.570000	1.262640
1.580000	1.274307
1.590000	1.286024
1.600000	1.297787
1.610000	1.309602
1.620000	1.321515
1.630000	1.333303
1.640000	1.344900
1.650000	1.356803
1.660000	1.368547
1.670000	1.380645
1.680000	1.392762
1.690000	1.404589
1.700000	1.416567
1.710000	1.428297
1.720000	1.440196
1.730000	1.452028
1.740000	1.464475
1.750000	1.475944
1.760000	1.488248
1.770000	1.500271
1.780000	1.512194
1.790000	1.524105
1.800000	1.536111
1.810000	1.547792
1.820000	1.559716
1.830000	1.571481
1.840000	1.583253
1.850000	1.595260
1.860000	1.606880
1.870000	1.619129
1.880000	1.630575
1.890000	1.642066
1.900000	1.654002
